title,keyword,abstract,field,authors,date,doi,references,id,type
The indirect attribute mode: a category that comes from elsewhere,,,,"Fayssal Tayalati,Vassil Mostrov",2023,,,4269896,COUV
Übersetzungsprozesse im Kontext von Exil und Postmigration,"Übersetzen,Übersetzung,Migration,Exil,Postmigration,Translationsforschung","Übersetzen im Kontext von Migration und Exil ist wie das Schreiben in der Postmigration etwas Besonderes. Die so entstandenen Texte spiegeln das wider. Doch was macht sie so außergewöhnlich? Welche Merkmale sind ihnen eigen? Neben biographischen Studien zu Akteuren wie Yvan und Claire Goll führen in diesem Buch Beiträge zur Übersetzungsgeschichte ausgewählter Werke und zu Übersetzungsprozessen im Exil auf die richtige Spur. Ein bislang unveröffentlichter Text aus dem Nachlass der Autorin und Übersetzerin Hilde Spiel gewährt überdies einen authentischen Einblick in die besondere Lebens- und Arbeitssituation im Exil. An Werken von Autorinnen und Autoren, die heute zum Kanon der sogenannten Postmigration zählen – wie Feridun Zaimoglu, Emine Sevgi Özdamar und Irena Brežnà –, lässt sich zudem zeigen, wie kreativ und vielfältig sie den Umgang mit Mehrsprachigkeit thematisieren. Erschließt sich die Vielschichtigkeit und Originalität dieser Werke ihren Übersetzerinnen und Übersetzern auf besondere Weise? Lesen Sie selbst.",,"Stephanie Baumann,Nadine Rentel,Irène Cagneau",2023,,,4166469,OUV
"Diplomazie collaterali. Scambi di doni tra i Visconti e i conti di Hainaut, Olanda e Zelanda della casa di Baviera (1373-1399)","Visconti,Bavière-Straubing,Hainaut,Cour princière",,,Ludovic Nys,2023,,,4055014,ART
Tribulations hennuyères d’un manuscrit du miroir historial. À propos de trois bifeuillets conservés aux Archives départementales d'Indre-et-Loire,"Jean de Vignay,Miroir historial,Vincent de Beauvais,Hainaut,Archives départementales -- Indre-et-Loire France","Une quittance donnée en septembre 1439 à la comtesse douairière de Hainaut cite un manuscrit du Miroir historial commençant au temps de Charlemagne et s’achevant à l’époque de Philippe le Bel. Cette mention a pu être mise en relation avec trois bifeuillets aujourd’hui à Tours, qui proviennent d’un volume IV de ladite traduction française par Jean de Vignay du Speculum historiale. L’enquête, en outre, a permis de retracer l’itinéraire de ce manuscrit, de la bibliothèque du roi où il se trouvait à l’origine jusqu’à Château-Renault, en passant par les mains de Louis VII de Bavière, du cabochien Garnot de Saint-Yon, de Marguerite de Bourgogne, de Charles d’Orléans et de son demi-frère, Jean de Dunois, le célèbre compagnon d’armes de Jeanne d’Arc.","Computer Networks and Communications,Hardware and Architecture,Software",Ludovic Nys,2023,10.4000/crm.13447,,4055075,ART
L'iconographie du tympan et de l'archivolte du portail méridional de la collégiale de Saint-Omer,"Portail gothique,Sculpture gothique,Iconographie religieuse,Saint-Omer France",,,"Ludovic Nys,Marie Lekane,Benoît van den Bossche",2023,,,4054935,COUV
"Current state on computer-aided design of user interfaces,Le point sur la conception assistée par ordinateur d'interfaces utilisateur",,,,"Christophe Kolski,Jean Vanderdonckt",2023,,,4357906,ART
The performance of future designers on the specification of supervisory HCI : case study of a simulated work situation,,"This article concerns the performance of future designers on the specification of supervisory human–computer interfaces (HCI). This paper reports the results of a case study of a simulated work situation. Sixty-three groups of 3–5 students (Master’s program in Electrical Engineering and Industrial Informatics) were involved. In this article, we first describe the study context and explain how we ran it. Next, we describe the industrial process to be supervised, composed of five interconnected stations. We then present our informal analysis of the global study. After our informal analysis, the article focuses on a second level of analysis, based on the 63 HCI specification reports produced by the groups. Each report is analyzed according to eight groups of criteria. The results of this second-level analysis are presented and discussed.","Computer Science Applications,Human-Computer Interaction,Philosophy","Christophe Kolski,Pierre Loslever,Mouldi Sagar",2023,10.1007/s10111-010-0169-9,"10.1007/s101110050020, 10.1007/11555261_25, 10.1007/s10111-005-0184-4, 10.15837/ijccc.2008.3.2396, 10.1016/j.compind.2006.04.008, 10.1007/978-3-540-73111-5_101, 10.1016/j.compind.2009.09.001, 10.1016/0967-0661(94)00085-U, 10.1007/s10111-005-0024-6, 10.1007/s10111-004-0166-y, 10.1016/S0020-7373(05)80182-8, 10.1145/1148613.1148635, 10.1007/s10111-009-0131-x, 10.1007/s10111-002-0109-4, 10.1007/s10111-003-0148-5, 10.1016/S0020-0255(01)00063-9, 10.1016/j.compind.2009.02.009, 10.1207/S15327590IJHC1203&4_1, 10.1007/s10111-008-0127-y, 10.1201/b15703, 10.1109/MC.2003.1236471, 10.1007/s10111-004-0164-0, 10.1007/s101110200024, 10.1017/CBO9781139062367, 10.1016/0005-1098(83)90025-0, 10.1007/978-3-7091-7491-3_1, 10.1201/9780203491171, ",4357920,ART
RITA : a useR Interface evaluaTion frAmework,"Electronic informer,Ergonomic guidelines,Ergonomic quality inspection,Questionnaire,Usability,User interface evaluation,Utility","Interactive systems are constantly evolving. This evolution leads to new challenges. One of these challenges pertains to the quality of dialogue between interactive systems and humans. This dialogue essentially takes place through user interfaces. User interface evaluation is essential to improve communication between a system and its users. The research on interface evaluation is plentiful. Nevertheless, user interface evaluators still encounter difficulties. Therefore, in this article we suggest expanding the functionalities of existing evaluation tools by proposing a user interface evaluation framework. This framework is composed by software applications structured following a modular architecture. It is based on three different evaluation techniques and has a modular architecture that can be configured to evaluate different user interfaces. After being presented, this framework is tested on a network supervision system for a project in the transportation domain. The main advantages of the presented Framework are the following: (1) the guidelines are not hard coded into the evaluation engine; (2) it is based on three different evaluation techniques to avail further data for the evaluation; (3) it is structured following a modular architecture to enable flexible and configurable use; (4) interaction data are automatically captured and analyzed; and (5) the framework is intended for the evaluation of different kind of user interfaces.",,"Selem Charfi,Houcine Ezzedine,Christophe Kolski",2023,10.3217/jucs-021-04-0526,,4358002,ART
"User Centered Design of Digital Mobility Assistance Systems for People with Intellectual Disabilities,Démarche de Conception Centrée Utilisateur de Systèmes d’Aide numériques à la Mobilité pour Personnes avec Déficience Intellectuelle",,"User-centered design approaches are commonly used in the development of interactive systems. However, it is not always easy to adapt existing approaches when the target users have intellectual disabilities. In the framework of the SAMDI project, we have adapted such approaches for the development of a mobility assistance system for this public. In this paper, we present the approach we followed. We specify the parties involved, whether they are supervised or supervising, and the levels of autonomy and understanding. This paper shows that it is possible to involve these people, which is important to promote the usability as well as the acceptance by the targeted applications. This work is in progress, and does not yet include the final evaluations.",,"Youssef Guedira,Hursula Mengue-Topio,Sophie Lepreux,Laurie Letalle,Marion Duthoit,Philippe Pudlo,Yannick Courbois,Christophe Kolski",2023,,,4046170,COMM
Transition de la perception du patrimoine historique par les spectateurs de la course de Paris-Roubaix : le cas de la Trouée d’Arenberg,,,,"Laurent Botti,Arnaud Huftier,Sylvain Petit",2023,,,4262996,COMM
"L’influence des Églises sur le processus de dévolution en Écosse,The Influence of the Scottish Churches in the Devolution Process","Scotland,Devolution,Catholic Church,Ecosse,Dévolution,Eglises chrétiennes","The two main Christian Churches in Scotland, the Presbyterian Church and the Catholic Church, each sent representatives to the Constitutional Convention which produced the recommendations serving as the basis for the devolved institutions set up in 1999 (Parliament and Executive). Since then, the Scottish Churches have been acting as pressure groups on the new institutions. This article deals with their involvement both in the devolution process and in the post-devolution period.",General Medicine,Edwige Camp,2023,10.4000/lisa.4170,"10.1515/9780748642243, 10.4324/9780203414927, 10.2139/ssrn.669082, 10.1080/13619469508581341, 10.3366/scot.1996.0033, 10.3366/scot.2007.0006, ",4070670,ART
"The Scottish National Party (SNP) : A Party of Government in the early 21st Century,Le Scottish National Party (SNP) : un parti de gouvernement au début du XXIe siècle","SNP,Scottish Government",,General Medicine,Edwige Camp,2023,10.4000/lisa.7008,"10.4324/9781003204398, 10.1080/01419870.1987.9993572, 10.1080/13689889208412913, 10.1111/j.1467-9248.1994.tb00301.x, 10.1093/parlij/54.4.701, 10.3366/scot.2006.0022, 10.3366/scot.2011.0003, 10.3366/scot.2005.0059, 10.3366/scot.2010.0038, 10.3366/edinburgh/9780748639908.001.0001, 10.4324/9780203337806, 10.3366/scot.2007.0033, 10.1515/9780748642243, 10.1093/acprof:oso/9780199545957.001.0001, 10.3366/scot.2002.0036, 10.1002/9781118663202.wberen121, 10.1111/j.1475-6765.1977.tb01212.x, 10.1515/9781474471190, 10.1515/9781474472340, 10.1016/B978-0-08-013956-2.50011-7, 10.1080/00369227308736238, ",,
Le Parlement écossais à l'épreuve du gouvernement indépendantiste,"Ecosse,Dévolution,SNP",,,Edwige Camp-Pietrain,2023,,,4081705,COUV
Les normes des nouvelles institutions écossaises et leurs transgressions,"Ecosse,Parlement,Dévolution,Normes",,,Edwige Camp,2023,,,4070684,ART
Scotland's Devolved Institutions and Immigration: a Challenglingly Welcoming Attitude,"Scotland,Devolution,Immigration,Ethnic minorities",,,Edwige Camp-Pietrain,2023,,,4070689,COUV
Villes et campagnes dans le cadre des nouvelles institutions écossaises,"Ecosse,Dévolution,Urbain,Rural",,,Edwige Camp-Pietrain,2023,,,4518448,COMM
Les institutions écossaises décentralisées et le multiculturalisme,"Ecosse,Dévolution,Demandeurs d'asile,Immigration,Multiculturalisme",,,Edwige Camp-Pietrain,2023,,,4085413,ART
