title,keyword,abstract,field,authors,date,doi,references,id,type
Tomographie Passive par Ondes Guidées pour le Monitoring de Corrosion dans les Tuyauteries,,"La détection de défauts dans les tuyauteries par les techniques de contrôle non destructif joue un rôle crucial pour la prévention des risques de rupture ou de fuite dans plusieurs industries (pétrochimie et nucléaire notamment). Le contrôle santé des structures, plus connu sous l’acronyme anglais SHM – Structural Health Monitoring – est une approche qui consiste à munir une structure de capteurs pour suivre son état de santé. Les ondes élastiques guidées sont particulièrement adaptées pour les applications SHM de structures minces (type plaques, tubes ou cuves) grâce à leur capacité à se propager sur de longues distances. Nous présentons ici une approche originale de SHM pour la détection de corrosion dans les tuyauteries appelée « tomographie passive par ondes élastiques guidées ». Cette technologie est basée sur la combinaison d'algorithmes de tomographie par ondes élastiques guidées et d’une méthode passive appelée corrélation de champs élastiques diffus. Elle permet d'obtenir des cartographies absolues et précises de l'épaisseur d'une zone entourée par une distribution de capteurs, sans émettre d'ondes, simplement en analysant le bruit élastique qui existe naturellement dans la tuyauterie. Ce bruit peut être dû aux vibrations ambiantes ou encore aux turbulences du fluide en mouvement. Le type de corrosions imagées par cette technique sont des pertes d’épaisseur étendues, de taille souvent supérieur au centimètre. Ainsi, les corrosions type piqûres ou feuilletante ne sont pas traitées pour le moment. Nous présentons dans un premier temps les méthodes d’imagerie utilisées, en particulier sur la capacité de travailler en mode « absolu », à l’aide d’un procédé d’autocalibration, ce qui rend le diagnostic plus robuste aux fluctuations environnementales. Nous montrons ensuite des résultats de tomographie active et passive utilisant des signaux expérimentaux mesurés par des transducteurs piézoélectriques.",,"Tom Druet,Bastien Chapuis,Emmanuel Moulin",2022,,,3848365,COMM
Acoustic source localization based on the similarity rate between frequency-time images,"Structural health monitoring,Frequency-time images,Correlation,Acoustic source,Similarity rate","Many studies in different domains have shown the possibility of extracting information from a medium by exploiting the natural acoustic noise present in such medium. Recently, the promising potential of a passive acoustic technique, based on the correlation of the ambient noise for controlling the state of the structures has been shown. The position of the acoustic source should be determined at the time of the measurement. In this study we will apply an algorithm explained in a previous work in order to locate an unknown source position based on the calculation of the similarity rate between frequency-time images related to the ambient noise correlation.",,"Karl Hourany,Youssef Zaatar,Farouk Benmeddour,Emmanuel Moulin,Dorothée Debavelaere-Callens,Jamal Assaad",2022,10.1109/SENSET.2017.8125008,"10.1121/1.2935098, 10.1121/1.4784067, 10.1121/1.382599, 10.1006/jsvi.2002.5025, 10.22453/LSJ-017.2.177192, 10.1029/2004GL019491, 10.1121/1.1835507, 10.1190/1.2213356, 10.1029/2005GL023155, 10.1121/1.3125345, 10.1063/1.3200240, 10.1121/1.2960937, 10.1121/1.1797754, 10.1063/1.3200240, ",3720209,COMM
Guided wave tomography: application to corrosion detection,,,,"Tom Druet,Jean-Loup Tastet,Bastien Chapuis,Emmanuel Moulin",2022,,,3591158,COMM
A framework for detecting and analyzing behavior changes of elderly people over time using learning techniques,"Behavior change observation,Elderly people,Smart home,Activities of daily living,Decision support system,Fuzzy logic system","A sensor-rich environment can be exploited for elder healthcare applications. In this work, our objective was to conduct a continuous and long-term analysis of elderly’s behavior for detecting changes. We indeed did not study snapshots of the behavior but, rather, analyzed the overall behavior evolution over long periods of time in order to detect anomalies. Therefore, we proposed a learning method and formalize a normal behavior pattern for elderly people related to her/his Activities of Daily Living (ADL). We also defined a temporal similarity score between activities that allows detecting behavior changes over time. During the periods of time when behavior changes occurred, we then focused on each activity to identify anomalies. Finally, when a behavior change occurred, it was also necessary to help caregivers and/or family members understand the possible pathology detected in order for them to react accordingly. Therefore, the framework presented in this article includes a fuzzy logic-based decision support system that provides information about the suspected disease and its severity.","Electrical and Electronic Engineering,Biochemistry,Instrumentation,Atomic and Molecular Physics, and Optics,Analytical Chemistry","Dorsaf Zekri,Thierry Delot,Marie Thilliez,Sylvain Lecomte,Mikael Desertot",2022,10.3390/s20247112,"10.1016/j.jacc.2017.05.013, 10.1016/j.jalz.2016.03.001, 10.1007/s12652-015-0341-4, 10.1007/s11235-014-9871-x, 10.1016/j.imavis.2016.11.004, 10.1016/j.patcog.2016.08.003, 10.1109/TMC.2017.2706282, 10.1016/j.engappai.2018.08.014, 10.1109/TMC.2016.2557792, 10.1111/exsy.12189, 10.1109/MC.2012.328, 10.3233/TAD-150425, 10.1109/TITB.2009.2037317, 10.1016/j.chb.2013.12.010, 10.1109/TSMCC.2012.2198883, 10.3109/17483107.2014.961179, 10.1145/3314418, 10.2190/UURL-2RYU-WRYD-EY3K, 10.1111/j.1532-5415.1983.tb03391.x, 10.1080/13803395.2011.614598, 10.1109/TKDE.2011.51, 10.1002/int.21544, 10.1186/s40537-014-0011-y, 10.1016/j.artmed.2018.06.001, 10.1109/COMST.2019.2948204, 10.1007/s00779-014-0820-1, 10.1007/s12652-010-0043-x, 10.1016/j.artmed.2015.12.001, 10.1109/TASE.2015.2474743, 10.1109/JSTSP.2012.2234722, 10.1186/s13677-019-0144-9, 10.3390/app8020305, 10.1016/j.neucom.2020.10.102, 10.3233/AIS-180505, 10.1016/j.eswa.2013.01.030, 10.3233/JIFS-182926, 10.5455/aim.2018.26.19-23, 10.1016/S0020-7373(75)80002-2, 10.1159/000072609, ",3653777,ART
Modèles fondés sur l’analyse du comportement humain : exemple de la détection d’hypovigilance en conduite automobile,,"4ème de couverture : Traité Systèmes Automatisés Le traité Systèmes Automatisés répond au besoin de disposer des derniers résultats de la recherche, aussi bien méthodologique qu'expérimentale, pour mieux maîtriser les systèmes complexes. Les thèmes couverts - non exhaustifs - portent sur les techniques suivantes : Modélisation des systèmes Identification de paramètres Contrôle - commande Optimisation et robustesse des systèmes commandés Capteurs et actionneurs Partage des ressources Stratégies de décisions et communications Applications et études de cas Chaque volume fait un état de l'art sur un sujet à un instant donné en présentant à la fois les aspects fondamentaux, conceptuels et technologiques. Les éclairages apportés par les différents angles de vue permettent d'appréhender la problématique dans son ensemble. Une approche pluridisciplinaire est privilégiée pour offrir des ouvertures et des perspectives pour le lecteur. Celui-ci trouvera dans une bibliographie riche et une indexation détaillée les éléments nécessaires pour compléter sa vision et approfondir ses réflexions. Le traité est régulièrement mis à jour pour maintenir la pertinence des résultats présentés et faire état des dernières découvertes applicables aux systèmes automatisés.",,"Jean-Christophe Popieul,Pierre Loslever,Philippe Simon",2022,,,3630868,COUV
Implementing advanced Takagi-Sugeno controllers: application to throttle control of a gasoline engine,"Alternative controller,Control,Gasoline engine control,Idle speed conditions,Non-PDC controller,Real implementation,Takagi-Sugeno modelling,Throttle control","This paper is dedicated to the implementation process of advanced Takagi-Sugeno controllers. The considered application is the control of the throttle of a gasoline engine running at idle speed. In order to design a model-based control, a model is first obtained and identified with an engine test bench. Since it involves nonlinearities, a Takagi-Sugeno representation is expressed. Due to the complexity of the model, a simple TS controller cannot be obtained after applying the Lyapunov methodology. Then, an advanced non-PDC controller has to be considered. LMI conditions are obtained through the direct Lyapunov direct method. However, the real-time matrix inversion involved in the non-PDC structure makes the implementation difficult or impossible. An alternative controller is then designed to have similar performances without any matrix inversion. Then, the controller is implemented in the industriallike Electronic Control Unit of the engine test bench. Experimental results are provided to illustrate the efficiency of the proposed advanced Takagi-Sugeno controller",Control and Systems Engineering,"Thomas Josso-Laurain,Jimmy Lauber,Reinaldo Martinez Palhares",2022,10.1016/j.ifacol.2018.06.252,"10.1016/j.arcontrol.2016.04.005, 10.1109/TCST.2011.2112361, 10.1016/j.automatica.2003.12.014, 10.1109/CCA.2012.6402735, 10.1109/TFUZZ.2017.2647992, 10.1016/j.ifacol.2016.08.089, 10.1016/j.ifacol.2016.07.110, 10.1109/CCTA.2017.8062734, 10.1109/TCYB.2014.2327657, 10.1109/91.481841, 10.1109/TSMCC.2007.905810, 10.1109/TCST.2010.2078818, 10.1109/ACC.1997.611801, ",3675878,ART
Stability analysis of switching TS models using α-samples approach,"Switching systems,TS fuzzy systems,Stability analysis,Nonquadratic Lyapunov functions,Sample variation","In this paper we consider stability analysis of discrete-time switching systems represented by Takagi-Sugeno fuzzy models. For the analysis we use a switching Lyapunov function defined on the switches. In order to develop stability conditions, we consider the variation of this function along switching paths of length α, i.e., an α sample variation of the Lyapunov function. This approach is able to determine stability of a switching system containing unstable local models. The developed conditions can be formulated as LMIs and they are illustrated on a numerical example",General Medicine,"Zsofia Lendek,Jimmy Lauber,Thierry-Marie Guerra,Paula Raica",2022,10.3182/20130902-3-CN-3020.00059,"10.1109/TAC.2002.804474, 10.1109/TFUZZ.2010.2053210, 10.1016/j.automatica.2005.11.005, 10.1016/j.fss.2008.04.009, 10.1109/TFUZZ.2008.924328, 10.1109/TFUZZ.2003.819833, 10.1109/TFUZZ.2003.817837, 10.1109/TSMCB.2003.811500, 10.1016/j.automatica.2003.12.014, 10.1109/91.811241, 10.1109/TAC.2007.914278, 10.1109/TSMCB.2003.820596, 10.1016/j.automatica.2010.10.029, 10.1007/978-3-642-16776-8, 10.1016/j.automatica.2009.02.023, 10.1109/TSMCB.2005.852473, 10.1016/j.fss.2005.05.041, 10.1016/j.fss.2007.06.016, 10.1109/TSMC.1985.6313399, 10.1109/91.669023, 10.1109/3477.969489, 10.1109/91.919253, 10.1109/91.481841, ",3623189,COMM
Takagi-Sugeno Fuzzy Fault Detector Design with Finite-Frequency Specifications for Autonomous Ground Vehicles,"Fault detection,Lyapunov method,Nonlinear observer,Takagi-Sugeno fuzzy models,Unmeasured premise variables,Autonomous vehicles","This paper investigates the steering fault detection problem for autonomous ground vehicles (AGVs). Using an observer-based approach, a new fuzzy fault detector for steering actuator is designed for safety concern. To this end, a two degrees-of-freedom (2-DOF) nonlinear vehicle model is adopted to represent the nonlinear dynamics of AGVs. Since it is not easy to measure the lateral velocity in practice, this model is then represented in a specific Takagi-Sugeno (TS) fuzzy form with nonlinear consequents. In contrast to the conventional TS fuzzy modeling, it allows separating the unmeasured premise variables in the local nonlinear consequent, which enables a more effective way to deal with the challenging issue of unmeasured premise variables. Moreover, to minimize the effect of disturbances on system performance and maximize that of actuator faults on the generated residual, both H∞ disturbance attenuation index and H− fault sensitivity index are taken into account in a finite-frequency domain. The conditions to design fault detection TS fuzzy observer are derived using Lyapunov stability method. The design procedure can be reformulated as an optimization problem under linear matrix inequalities, efficiently solved by standard numerical solvers. Simulation results are given to verify the fault detection performance of the proposed method.",Control and Systems Engineering,"Shengxiang Wang,Jun-Tao Pan,Tran Anh-Tu Nguyen,Thierry-Marie Guerra,Jimmy Lauber",2022,10.1016/j.ifacol.2021.10.033,"10.1109/3477.979966, 10.1109/TFUZZ.2016.2593921, 10.1109/TSMCB.2009.2039642, 10.1002/rnc.5453, 10.1109/TFUZZ.2020.3032794, 10.1109/ACC.2010.5531543, 10.1109/TCYB.2019.2953555, ",3706083,COMM
Robust Zonotopic Observer Design: Avoiding Unmeasured Premise Variables for Takagi-Sugeno Fuzzy Systems,"H∞ performance,Interval observers,Linear matrix inequality,Nonlinear estimation,Takagi-Sugeno fuzzy systems,Zonotope","This paper addresses the design of a robust set-based interval observer for a nonlinear discrete-time system affected by system uncertainty (state disturbance and measurement noise) using a Takagi-Sugeno (TS) fuzzy model including an unmeasurable premise variable. The effect of unmeasurable premise variable and uncertainties is considered as of unknown but bounded nature, i.e., in the set-membership framework. A zonotopic representation of a set towards reducing set operations to simple matrix calculations is used to bound the state estimation provided by the interval observer-based approach. Furthermore, the criterion-based approach and H∞ performance technique are considered in order to compute the observer gain to achieve robustness. Finally, an example is employed to both illustrate and discuss the effectiveness of the proposed approach.",Control and Systems Engineering,"Masoud Pourasgharlafmejani,Tran Anh-Tu Nguyen,Thierry-Marie Guerra",2022,10.1016/j.ifacol.2021.10.012,"10.1016/j.automatica.2004.12.008, 10.1109/3477.979966, 10.23919/ECC.2003.7085991, 10.1016/j.automatica.2015.03.008, 10.1016/j.ins.2019.08.008, 10.1016/S0967-0661(97)00047-6, 10.1109/TFUZZ.2011.2165545, 10.1115/1.3662552, 10.1109/MCI.2018.2881644, 10.1002/rnc.5453, 10.1109/LCSYS.2020.2999028, 10.1016/j.jprocont.2018.12.003, 10.1016/j.jfranklin.2019.11.027, 10.1080/00207179.2020.1773526, 10.1109/TAC.1968.1098790, 10.1109/TSMC.1985.6313399, 10.1016/j.sysconle.2007.06.012, ",3706072,COMM
Stabilizing unstable biomechanical model to understand sitting stability for persons with spinal cord injury,"Spinal cord injury,Biomechanical systems,Takagi-Sugeno fuzzy models,Nonlinear control","This paper deals with the stabilization of a new open-loop unstable non-linear biomechanical model to represent a person living with a spinal cord injury. The computational complexity of the model when using the Takagi-Sugeno formalism is increased compared to previous models which is a source of difficulty to find a control law. Several solutions are presented combining robustness, and model simplification from previous works in the form of linear matrix inequalities (LMI) which are then solved using convex optimization technics. Finally, simulations results are presented to show the validity and effectiveness of the different approaches",General Medicine,"Thierry-Marie Guerra,Mathias Blandeau,Tran Anh-Tu Nguyen,Hajer Srihi,Antoine Dequidt",2022,10.1016/j.ifacol.2020.12.2225,"10.1016/j.ifacol.2017.08.146, 10.1016/j.ins.2019.08.008, 10.1016/j.jbiomech.2006.02.013, 10.1109/TFUZZ.2014.2371029, 10.1016/j.jbiomech.2017.01.036, 10.1016/j.gaitpost.2012.05.021, 10.1016/j.ifacol.2018.06.250, 10.1016/j.automatica.2003.12.014, 10.1016/j.clinbiomech.2015.03.002, 10.1109/MCI.2018.2881644, 10.1016/j.jbiomech.2008.10.016, 10.1109/TSMC.1985.6313399, 10.1109/91.868950, 10.23919/ECC.2018.8550298, ",3693040,COMM
