title,keyword,abstract,field,authors,date,doi,references,id,type
"Services numériques interactifs ""créatifs"" et expérience urbaine : construction d'une méthode mixte ad hoc pour comprendre et évaluer les services créatifs de la ville,Creative interactive digital services and urban experience : building a mixed ad hoc method for understanding and evaluating creative city services","User experience,Creative digital services,Urban communication,Expérience-usager,Services numériques créatifs,Communication urbaine","Les nouvelles technologies de l’information et de la communication sont à l’origine de multiples transformations spatiales et de mutations sociétales (Bouquillon, 2010). De plus en plus ancrées dans nos modes de vie, elles représentent désormais une composante du fonctionnement de l’infrastructure urbaine, les strates numériques deviennent un support supplémentaire qui élargit le champ d’interaction et d'échanges dans la ville (Proulx, 2002). Ces divers changements commencent à imprégner, à la marge, des services numériques qui permettent d'inventer de nouvelles expériences urbaines. Notre travail de thèse propose de comprendre et d’évaluer ces nouvelles manières d’explorer et de vivre la ville. Nous avons décidé de nous intéresser à une catégorie particulière de ces services que nous nommons services numériques interactifs créatifs (SNIC), nous les définissons comme des outils de médiatisation produits par les technologies de l’information et de la communication, intégrants un contenu ludique, culturel et/ou artistique. L’objectif de la recherche est double : (i) théorique d’une part, par la définition et la compréhension des formes de l’expérience-usager dans la ville ; (ii) et opérationnel d’autre part, par le développement d’un outil d’aide à la décision pour évaluer les nouveaux services créatifs de la ville. Cet outil est destiné aux concepteurs/décideurs. De par la complexité de notre objet de recherche et pour atteindre notre objectif, nous élaborons une approche mixte au sens de Johnson et Onwuegbuzie (2004) la méthode mixte ad hoc (MMah). En effet, celle-ci nous permettra de mettre en place des analyses afin de mieux saisir la spécificité de l’expérience-usager des espaces urbains médiatisés afin de la rendre intelligible et exploitable. La formalisation des éléments dégagés à partir de la méthode MMah participera à la conception de services créatifs mieux adaptés aux nouveaux besoins des usagers contemporains.",,Mei Menassel,2024,,,4415022,THESE
An LSTM-Based Network Slicing Classification Future Predictive Framework for Optimized Resource Allocation in C-V2X,"Cellular vehicles to everything C-V2X,Deep learning,Latency,Long short term memory LSTM,Machine learning,Network slicing,Optimization,Reliability","With the advent of 5G communication networks, many novel areas of research have emerged and the spectrum of communicating objects has been diversified. Network Function Virtualization (NFV), and Software Defined Networking (SDN), are the two broader areas that are tremendously being explored to optimize the network performance parameters. Cellular Vehicle-to-Everything (C-V2X) is one such example of where end-to-end communication is developed with the aid of intervening network slices. Adoption of these technologies enables a shift towards Ultra-Reliable Low-Latency Communication (URLLC) across various domains including autonomous vehicles that demand a hundred percent Quality of Service (QoS) and extremely low latency rates. Due to the limitation of resources to ensure such communication requirements, telecom operators are profoundly researching software solutions for network resource allocation optimally. The concept of Network Slicing (NS) emerged from such end-to-end network resource allocation where connecting devices are routed toward the suitable resources to meet their requirements. Nevertheless, the bias, in terms of finding the best slice, observed in the network slices renders a non-optimal distribution of resources. To cater to such issues, a Deep Learning approach has been developed in this paper. The incoming traffic has been allocated network slices based on data-driven decisions as well as predictive network analysis for the future. A Long Short Term Memory (LSTM) time series prediction approach has been adopted that renders optimal resource utilization, lower latency rates, and high reliability across the network. The model will further ensure packet prioritization and will retain resource margin for crucial ones.","General Engineering,General Materials Science,General Computer Science,Electrical and Electronic Engineering","Mohammed Salah Abood,Hua Wang,Dongxuan He,Maha Fathy,Sami Abduljabbar Rashid,Mohammad Alibakhshikenari,Bal Virdee,Salahuddin Khan,Giovanni Pau,Iyad Dayoub,Patrizia Livreri,Taha Elwi",2024,10.1109/ACCESS.2023.3332225,"10.1109/VTCSpring.2019.8746562, 10.3390/jsan9010003, 10.37965/jait.2023.0208, 10.1007/978-981-33-4597-3_10, 10.1109/MWC.001.1900219, 10.1109/ACCESS.2021.3094161, 10.1109/MCOM.001.2000458, 10.1109/GLOCOMW.2016.7848825, 10.1109/JIOT.2022.3159591, 10.1016/j.csi.2021.103518, 10.1109/ICTON.2019.8840141, 10.1109/GLOCOM.2017.8254074, 10.1109/MCOM.2017.1600936, 10.1186/s13638-021-01983-7, 10.3390/electronics10091090, 10.23919/ITU-WT.2018.8597639, 10.1016/j.comcom.2019.10.018, 10.1109/TITS.2022.3178267, 10.1016/j.vehcom.2021.100403, 10.1007/978-3-030-76493-7_5, 10.1109/LCOMM.2020.2982887, 10.1109/VTC2020-Spring48590.2020.9129490, 10.1109/JSEN.2020.2965590, 10.1109/UEMCON47517.2019.8993066, ",4369696,ART
Comparative study of electrical investigation for temperature measurement in AlGaN/GaN HEMT,,"The modeling of self-heating in GaN-based devices is presented in this paper. A setup for DC I–V and short pulse I–V was used to characterize the device. This paper used four different methods to estimate self-heating, thermal resistance, and channel temperature in a GaN-based high electron mobility transistor (HEMT) fabricated on a SiC substrate. The procedures are basic and straightforward, making them suitable for determining self-heating. We concentrated on reducing the number of measurements needed to determine self-heating and/or channel temperature for any applied ambient temperatures. In addition, a summary of channel temperature for different GaN HEMTs found in—literatures is also presented. Finally, all of the findings are compared using a fair difference threshold. This work reflects an essential and comprehensive understanding of device technology.","Electrical and Electronic Engineering,Modeling and Simulation,Atomic and Molecular Physics, and Optics,Electronic, Optical and Magnetic Materials","Fahmida Sharmin Jui,Sabrina Alam,Anwar Jarndal,Christophe Gaquiere,Mohammad Alim",2024,10.1007/s10825-023-02121-w,"10.1007/s10825-021-01806-4, 10.1002/pssa.201431897, 10.1007/s10825-021-01809-1, 10.1109/55.661174, 10.1007/s10825-012-0395-x, 10.1016/j.sse.2009.09.026, 10.1016/j.microrel.2010.09.025, 10.1016/j.mejo.2008.01.043, 10.1109/TED.2002.801430, 10.1109/TED.2013.2284851, 10.1109/TED.2009.2032614, 10.1109/55.974795, 10.1002/jnm.2599, 10.1016/j.mee.2021.111595, 10.1109/TED.2020.3013509, 10.1088/0268-1242/30/12/125005, 10.1109/TDMR.2008.918960, 10.1109/LED.2016.2641740, 10.1007/s10825-012-0385-z, 10.1109/TMTT.2016.2604815, 10.1109/TED.2007.913005, 10.1007/s10973-022-11371-y, 10.1002/pssa.201600845, 10.1007/s11664-021-08747-5, 10.1007/s12633-015-9337-0, 10.1088/0268-1242/31/6/065005, 10.1007/s10825-020-01561-y, 10.1002/jnm.2648, 10.1109/TED.2015.2510610, 10.1109/TED.2015.2396035, ",4369026,ART
Catch and release strategy of matrix metalloprotease aptamers via thiol–disulfide exchange reaction on a graphene based electrochemical sensor,,"Matrix metalloproteases (MMP) are a large family of proteases, which synergistically degrade abundant extracellular matrix and play an essential role in tissue degradation and remodelling. Sensing of MMP levels, notably the pro- and activated matrix metalloproteinases (MMP-2 and MMP-9), would provide an early warning system of chronic inflammation in acute wounds. With this in mind, we developed a graphene-based electrochemical sensor for both of these relevant biomarkers using an innovative surface ligand, 1-pyrene pyridyl disulphide (PDS), engineered to not only capture the analyte with high affinity, but also to allow the regeneration of the whole ligand/analyte construct. The thiol-pyridyl disulphide exchange reaction was used in this work for sequential analysis of MMP-9 and MMP-2 via the engineered 1-pyrene pyridyl disulphide, the PDS surface ligand. The sensor was operational down to 0.1 pM (9.2 pg mL(-1)) for MMP-9 and allowed to sense MMP-2 on the same surface with a detection limit of 100 pM (950 pg mL(-1)) once treated with 1-pyrene pyridyl disulphide (PDS) (DTT) and 2-dipyridylsulfide (DPDS), followed by integration of the thiolated MMP-2 aptamer onto the PDS-modified renewable electrode interface. Using swab samples from diabetic patients with open wounds confirmed that the sensors characteristics are adapted for sensing of MMP levels in wound fluids and will open up the future for the development of intelligent bandage.",,"Vladyslav Mishyn,Merve Aslan,Adrien Hugo,Teresa Rodrigues,Henri Happy,Rana Sanyal,Wolfgang Knoll,Florence Baudoux,Vincent Bouchiat,Rostyslav Bilyy,Rabah Boukherroub,Amitav Sanyal,Sabine Szunerits",2024,10.1039/d2sd00070a,"10.1021/acssensors.1c01172, 10.1039/D0AN01661F, 10.1039/D1SD00036E, 10.3390/molecules26113332, 10.1021/acsami.8b00802, 10.1021/ac202350c, 10.1021/acs.bioconjchem.0c00108, 10.1002/chem.201803174, 10.1021/cm402180t, 10.1021/acsami.6b02364, 10.1039/D0PY01215G, 10.3390/s120100612, 10.1021/ja108127r, 10.1039/D0AN00251H, 10.1021/acsami.7b07684, 10.1089/wound.2014.0581, 10.12968/jowc.2016.25.5.277, 10.12968/jowc.2020.29.2.102, 10.1046/j.1524-475X.2002.10903.x, 10.1111/j.1365-2133.1996.tb03607.x, 10.1111/1523-1747.ep12398424, 10.1111/wrr.12431, 10.1021/acssensors.8b00320, 10.1021/acssensors.0c00058, 10.1021/acs.analchem.7b02210, 10.1016/j.bios.2018.05.020, 10.1039/D1NH00355K, 10.1186/1556-276X-9-10, 10.1016/j.aca.2015.07.009, 10.1021/acs.analchem.5b04867, 10.1016/j.snb.2020.128789, 10.3390/ph12020079, 10.12968/jowc.2017.26.7.381, 10.3389/fimmu.2019.01278, 10.1002/pola.28882, 10.1021/ma061420x, ",4369649,ART
Metamaterial-based barriers for railway-generated ground borne vibration,,,,"F. Nistri,R.M. Cosentini,V.F. Dal Poggetto,P. Charkaluk,N. Pugno,M. Miniaci,A. Gliozzi,F. Bosia",2024,,,4374214,COUV
[Invited] Design of Metamaterials for Acoustic Stealth Using Optimization Tools,,,,"Laetitia Roux,Charles Croenne,Monique Pouille,C. Audoly,Anne-Christine Hladky",2024,,,4374254,COMM
"Development and test of a new plantar pressure control device for foot unloading,Élaboration et validation d’un nouveau dispositif de surveillance des pressions plantaires : application à la décharge du pied","Marche,Pressions plantaires,Controle moteur,Decharge du pied,Biofeedback,Plantar pressure,Motor control,Foot unloading,Augmented sensory feedback,Marche,Pressions plantaires,Contrôle moteur,Décharge du pied,Biofeedbacks Gait,Plantar pressure,Motor control,Foot unloading,Augmented sensory feedback","Objective. – To validate a new plantar pressure control device able to detect excessive plantar pressure on-line and to improve the subject’s awareness of the gait pattern in order to correct and optimize the load distribution patterns. The aim of this study was to verify the feasibility of a deliberate and partial unload of the first metatarsal head. Material and method. – Eight healthy subjects were equipped with the plantar pressure sensors integrated in customized insoles. They were told to unload the first metatarsal head of the right foot by 5%. During the trials, the auditory and visual signals inform the subject of an excessive, insufficient or correct unload. Results. – Five subjects over eight succeeding in modifying significantly their gait pattern and in unloading by 5% the first metatarsal head. The unload is effective in 70.7% of the trials. However, the subjects were spontaneously inclined to reduce peak pressure under the first metatarsal head beyond the critical peak plantar pressure threshold (48.2% of the trials).","Rehabilitation,Orthopedics and Sports Medicine,General Medicine","Virginie Femery,Francois J Potdevin,A. Thevenon,Pierre Moretto",2024,10.1016/j.annrmp.2008.01.007,"10.1053/apmr.2001.21931, 10.1016/0167-9457(88)90005-X, 10.1016/j.apmr.2003.11.031, 10.1093/ptj/81.4.995, 10.1002/jor.1100040213, 10.2337/diacare.18.10.1383, 10.1016/S0268-0033(99)00076-5, 10.1016/S0021-9290(00)00082-8, 10.1016/S0966-6362(01)00176-X, 10.1016/S0003-9993(97)90199-4, 10.1682/JRRD.1992.01.0013, 10.1682/JRRD.2004.07.0076, 10.1016/j.jbiomech.2006.03.005, ",4396143,ART
Optimization of laser manufacturing conditions to improve oil retention of slippery liquid-infused surfaces Réseau OPAL,,,,"Manon Saget,Flavie Braud,S.J Zapiain Merino,S. Zouaghi,Luisa Azevedo-Scudeller,Guillaume Delaplace,Vincent Thomy,Yannick Coffinier,Maude Jimenez",2024,,,4455401,COMM
Structuration du carbone vitreux : de superhydrophile à superhydrophobe,,,,"C. Francolle de Almeida,F. Bellaredj,F. Sarry,D. Beyssen,Yannick Coffinier,Maude Jimenez,V. Fierro,A Celzard",2024,,,4455441,COMM
Exploratory study of an inclusive digital twin for the clothing industry of the future,"Digital Twins,Inclusive manufacturing,Clothing industry","In recent years, the various crises (health, ecological, geopolitical, etc.) have demonstrated the need to relocate industrial activities. For the clothing industry, the advantages of this relocation are multifold: on demand production, easier quality management, reduction of delays and uncertainties, better response to consumer expectations, reduction of ethical problems and environmental impacts. Industrial costs, and more particularly labor costs, are obviously a success factor for sustainable local production, but not only: the availability of trained and qualified staff for a flexible manufacturing unit is a key point for the development of this sector, which is strongly globalized. The emergence of new technologies integrated into the concept of the industry of the future (robot, artificial intelligence, internet of things, additive manufacturing, etc.) opens new opportunities to allow relocation and on-demand production. However, this also raises new challenges, especially in manufacturing industries such as clothing where the distribution and evolution of skills between humans and new technologies (robot, artificial intelligence, etc.) must be defined. Indeed, the relocation of the clothing industry thanks to the technologies of the industry of the future is generally associated with the automation and robotization of tasks. However, the handling and sewing of flexible materials are complex operations for machines, and the solutions proposed until now mainly focus on automatons for sub-functions of the sewing process: preparatory operations for sewing, automatic bobbin changer or handling aid. Currently, various advanced machines called ""Sewbots"" allow for a fully automated process, but they require heavy investment and are limited to mass manufacturing one type of garment. Moreover, this strategy based on autonomous systems inevitably leads to the loss of know-how loss and loss of competence of the operators.In this project, we consider the human operator as the main success factor for the deployment of future technologies in the clothing industry. The concept of human/machine inclusion has demonstrated its effectiveness in the field of transport. However, in the totally different context of the manufacturing industry, the implementation of this concept remains to be explored. It is therefore necessary to develop new research to demonstrate whether this new approach is relevant for designing production systems with capacities for pedagogy, competition, cooperation and learning to adapt collaborative activities to all users regardless of their skills and their social and cognitive states. Thus, the objective of such an inclusive system would be to capitalize on know-how, develop skills and also promote employee satisfaction and well-being. This new paradigm, however, generates strong changes at the organizational and operational level, and raises issues requiring the implementation of original approaches.At the operational level, the technologies resulting from the industry of the future should make possible to ensure the level of skills required and the optimal working conditions for on-demand production of a wide variety of products. To do this, the development of a digital twin centered H/M is envisaged by implementing the principles of inclusive cooperation to optimize the match between the skills of the operators, the machines and the complexity of the tasks to be carried out. This inclusive digital twin will have a mentoring function to compensate for any loss of know-how and guarantee an increase in the skills of operators. Thus, it is possible to envisage that whatever the human and machine configurations, each manufacturing unit will be able to rely on a qualified and constant workforce to ensure the best process in terms of time, cost, quality but above all the well-being of the operators. The well-being of workers is a key factor in the relocation of this sector where the cognitive and physical loads generated by high concentration and a static position for a long period of time are significant. At the level of the textile/clothing sector, such a system adapts perfectly to the requirements of the manufacture of small series on demand but also to the development of technically more specific productions such as clothing made from recycled products or the upcycling of clothes.The proposed concept is ambitious and requires the development of a very broad spectrum of knowledge and expertise. This project is a first approach to the issues of such a system and aims to study the feasibility of an inclusive digital twin on a concrete case of clothing production.",,"Sébastien Thomassey,Frédéric Vanderhaegen,Frédéric Merienne",2024,,,4405068,COMM
