title,keyword,abstract,field,authors,date,doi,references,id,type
"Earthquake disaster risk assessment for cultural World Heritage sites : the case of ""Bam and its cultural landscape"" in Iran",,"Despite the continuous effects of natural hazards on cultural heritage and growing body of research on disaster risk assessment, cultural heritage still suffers from the lack of integrated risk assessment methodologies. Within the context of natural hazards, earthquakes need to be differently considered mainly due to the sudden massive destruction without warning and the unpredictability of the exact occurrence time and place. So far, limited sources have been adequately dedicated to developing risk assessment methodologies for cultural heritage. The challenge is to integrate the principles and methods of risk assessment in heritage conservation on one side, and to incorporate particular characteristics of cultural heritage and World Cultural Heritage properties (e.g. the Outstanding Universal Values and associated conditions of authenticity and integrity) into the risk assessment procedure, on the other. There are numerous cultural properties that have been extremely affected by seismic events, such as the historic city of Bam in Iran. The World Heritage site of 'Bam and its Cultural Landscape', as a unique example of a traditional human settlement, is investigated in this research. Because Bam and its Cultural Landscape is located in a high-probability earthquake region and appeared to be highly vulnerable to seismic events, an integrated risk assessment for the property needs to be developed in response to potential earthquakes. Recognising the challenge, a Cultural Heritage Risk Index for Bam is performed to measure the level of risk by aggregating the risk components, which are 'hazard' (earthquakes), 'exposure' (significance of the site elements), and 'vulnerability' (susceptibility and coping capacity). According to the risk index, an earthquake risk map is generated by applying Geographic Information System (GIS) to demonstrate a common understanding of the level of potential impacts on the property. Furthermore, a multiple impact identification matrix supports determining the potential impacts of an earthquake as well as its related secondary hazards and human-induced threats that need to be addressed in a risk preparedness plan. The findings of the research emphasis that in addition to the hazard itself, diverse factors associated with the heritage significance, structural susceptibility, and institutional capacity highly influence the level of risk. The outputs of the risk assessment allows determining site-specific risk reduction strategies, particularly seismic susceptibility reduction and coping capacity building. This provides specialists and practitioners from multiple sectors engaged in the protection of (World) cultural heritage with a practical tool to facilitate risk communication and appropriate risk management planning.",,"Ravankhah, Mohammad",2019,,,OPUS4-5253,Dissertation
Sharing authorities : participatory museum exhibitions with local communities,,"This Master's thesis research investigates how and if sharing authority is happening through a participatory exhibit, specifically by critically analyzing the Community Altar (CA) exhibit at Denver Botanic Gardens (DBG) from 2018. This case was selected partly due to the proliferation of Día de los Muertos exhibits and related celebrations occurring in museums steadily since the 1970s, particularly in a United States context. The context of working with this intangible cultural heritage practice brings up interesting questions in light of intensifying discussions in museum management surrounding equity and sharing authority. Furthermore, methods for examining how to share authority&#8212;particularly through participatory exhibit design with local communities and cultural heritage&#8212;remain lightly explored from theoretical perspectives. Through a qualitative content analysis, this research assesses results from exhibit planning documents and in-person interviews with CA participants and DBG staff members. Ultimately, this research suggests that in order to initiate sharing authority between CA exhibit participants and DBG, empowerment through ""transformative participation"" needs to occur (White, 1996). The planning structure of the CA exhibit should empower involved community members and DBG staff to co-produce exhibit elements in a co-creative way. A discussion around what empowerment means is offered in the end of the study, including that DBG staff can further support Community Altars participants in utilizing lived experience(s) as curatorial authority.",,"Vasconi, Nicole",2019,10.26127/BTUOpen-5831,,OPUS4-5831,Buch (Monographie)
Archaeology of wetland commons : Anlo adaptive management of Keta Lagoon,,"Wetlands have gained tremendous importance since the 1970s, both in scientific discussion and in government policy discourse. The Ramsar Convention provided some clarity in definitions of wetlands and their natural and social significance. However, the current scientific understanding of wetlands was constructed in the centers of knowledge production in the West. One of the consequences has been that local knowledge of wetlands has been obscured or ignored altogether. This research uses methods of historical archaeology, ethnography, and archival work to explore the Anlo's local knowledge of wetlands in Ghana. Anlo local knowledge includes unique forms of wetland ownership arrangements, appropriate management approaches, and so-called atsidza are used as epistemic tools. Bryan Norton's conceptual framework of adaptive management gives an important role to local experimentation and is therefore seen as a key tool for sustainable management. Adaptive management is understood as anlo-style consensus-building management to appropriately incorporate local knowledge and western science into wetland management. The concept of adaptive management is modified accordingly to integrate postcolonial studies of knowledge production and thus can also contribute to the critical analysis of the integration of local knowledge, which has tended to be underestimated or even ignored in postcolonial theories.",,"Doe, Jonathan Bill",2019,10.26127/BTUOpen-5830,,OPUS4-5830,Buch (Monographie)
Effects of helophyte species and system types in treatment of artificial acid mine drainage under carbon-deficient and sulphate-reducing conditions in laboratory-scale horizontal flow constructed wetlands,,"Surface water has been used by mankind as the main source of water for domestic agriculture and industrial use in numerous countries around the world. However, water quality can be affected by mining activities which influences the natural environment, human health and aquatic ecosystem. The major pollutants in acid mine drainage are high amount of dissolved sulphate and heavy/toxic metals. Constructed wetlands are promising in situ water treatment methods which helps in the remediation process by stimulating microbial growth within the rhizospheric zone of the plants. The sulphate in constructed wetlands are removed by dissimilatory sulphate reduction in strict anaerobic conditions which helps in the removal of metals as metal sulphides. The objective of this research is to investigate sulphate and metal removal pathways in constructed wetlands treating acid mine drainage. Therefore, several approaches were applied: (a) various types of model wetlands were used to investigate different removal processes (b) intensification of treatment processes with stimulation of the dissimilatory sulfate reduction in an autotrophic way by the use of hydrogen gas. The application of hydrogen gas (as external electron donor) combined with common physico-chemical and biological parameters helped us to intensify the sulphate reduction process and removal of metals in constructed wetlands. In the model wetland systems, the removal efficiencies varied with the types of constructed wetlands. The removal efficiencies of sulphate and metals were high in planted constructed wetlands as compared to unplanted constructed wetland. The combination of gravel bed and plants (Phragmites australis) resulted in the highest removal rate in horizontal subsurface flow constructed wetland. The metals mostly precipitated to the bottom of the constructed wetland as metal sulphides. Though under carbon limited and anoxic conditions, a high mean removal efficiency of sulphate and heavy metals was observed in the experiments with HSSF CW so it is important to take into consideration the importance of electron donor. With hydrogen gas as electron donor the performance efficiency was increased by almost 12% for sulphate removal and almost 6% increase in aluminium removal efficiency. In conclusion, this research exhibit that the combination of physico-chemical measurements along with hydrogen gas as an electron donor is an efficient tool for investigation of sulphate and metal removal processes in constructed wetlands. Such information is not only beneficial for understanding the processes taking place in these wastewater treatment facilities but also necessary for future technological improvement of constructed wetlands.",,"Mohanty, Ashirbad",2019,,,OPUS4-4859,Dissertation
Stochastic modelling of leading-edge noise in time-domain using vortex particles,,"The conceptual designing of rotating machines such as fans, wind turbines, contra-rotating open rotors and helicopter blades require low-cost, easy-to-run tools which allow quick noise assessments and optimization analyses underlying this phenomenon. The state-of-the-art numerical and experimental methods are far more expensive to conduct an optimisation study, whereas inexpensive methods like the analytical ones can have significant errors in realistic geometries at high-frequency ranges, higher angles of attack. The response to large coherent disturbances and the statistical modeling of turbulence is required because turbulence, by far its nature, is stochastic. Determining the accurate unsteady response of airfoil is crucial for noise prediction. The primary goal of the project is to develop a new low-cost and easy-to-use numerical technique for aero-acoustic designs, focused primarily on airfoil-turbulence interaction. The development of the statistical method is divided into three sections; namely - 1) calculating the background flow, 2) modeling of statistically optimized inflow disturbance, 3) constructing a vortex database to predict the noise in multiple flow fields characterized by different values of turbulent intensities and length scales. In the framework of this work a new approach to model inflow turbulence, a significant noise-generating element, is suggested, which does not depend on heavy computations requiring supercomputers. Through this approach, the influence of turbulence parameters on the noise generated in turbomachinery can be quantified. The approach also considers the geometrical parameters of the airfoil in the noise prediction. The background flow is numerically simulated via solving the vorticity transport equations in the Lagrangian form (vortex methods). The acoustic influence of a finite number of vortices, characterized by all the possible combinations of size, circulation and injection position/time defined using the ranges of probability distribution functions, released from injection points upstream of the airfoil are precomputed and stored in a matrix. The method is computationally inexpensive compared to classical vortex methods since the effect due to particles are precomputed, stored in a/an matrix/array. The matrix can be called as a library while predicting the noise from a specific airfoil.",,"Sharma, Sparsh",2019,10.26127/BTUOpen-5085,,OPUS4-5085,Dissertation
Computing the trajectories for the development of optimal routes,,"Planning the construction of new transport routes or power lines on terrain is usually carried out manually by engineers, with no guarantee of optimality. We introduce a new approach for the computation of an optimal trajectory for the construction of new transit routes and power lines between two locations on a submanifold U _ R3 representing the topography of a terrain. U is approximatively modeled by a special weighted grid. On this grid, the shortest paths for the construction of new routes are determined, whereby we consider three optimization criteria: routes with minimum distance, routes with lowest construction costs and routes with minimum absolute altitude variations or minimum absolute gradients. Subsequently, a combination of these criteria is used to expand this problem into a multi-criteria optimization problem. A shortest path algorithm, such as the Dijkstra algorithm, is used to compute optimal compromises for the construction of new routes.",,"Zazai, M. Fawad; Fügenschuh, Armin",2019,10.26127/BTUOpen-5065,,OPUS4-5065,Bericht
18th EEEIC International Conference on Environment and Electrical Engineering - Student Edition : Cottbus Ostrava-Wroc&#322;aw 11th - 14th of June 2019,,"In the time of increased awareness about the environment problems by the public opinion and also intensive international efforts to reduce emissions of greenhouse gases, as well increase of the generation of electrical energy to facilitate industrial growth, the conference offers broad contribution towards achieving the goals of diversification and sustainable development. Focus of the student conference is to promote the discussion of views from scientists and students from Wroclaw University of Technology, Technical University of Ostrava and Brandenburg University of Technology Cottbus-Senftenberg. The conference offers prominent academics and industrial practitioners from all over the world the forum for discussion about the future of electrical energy and environmental issues and presents a base for identifying directions for continuation of research.",,,2019,10.26127/BTUOpen-5166,,OPUS4-5166,Konferenzveröffentlichung
Dealing with time in the multiple traveling salesmen problem with moving targets,,"The multiple traveling salesmen problem with moving targets is a generalization of the classical traveling salesmen problem, where the targets (cities or objects) are moving over time. Additionally, for each target a visibility time window is given. The task is to find routes for several salesmen so that each target is reached exactly once within its visibility time window and the sum of all traveled distances of all salesmen is minimal. We present different modeling formulations for this TSP variant. The time requirements are modeled differently in each approach. Our goal is to examine what formulation is most suitable in terms of runtime to solve the multiple traveling salesmen problem with moving targets with exact methods. Computational experiments are carried out on randomly generated test instances to compare the different modeling approaches. The results for large-scale instances show, that the best way to model time requirements is to directly insert them into a formulation with discrete time steps.",,"Stieber, Anke; Fügenschuh, Armin",2019,10.26127/BTUOpen-4824,,OPUS4-4824,Bericht
A new heuristic and an exact approach for a production planning problem,,"We deal with a very complex and hard scheduling problem. Several types of products are processed by a heterogeneous resource set, where resources have different operating capabilities and setup times are considered. The processing of the products follows different workflows, allowing also assembly lines. The goal is to process all products in minimum time, i.e., the makespan is to be minimized. Because of the complexity of the problem an exact solver would require too much running time. We propose a compound method where a heuristic is combined with an exact solver. Our proposed heuristic is composed of several phases applying different smart strategies. In order to reduce the computational complexity of the exact approach, we exploit the makespan determined by the heuristic as an upper bound for the time horizon, which has a direct in uence on the instance size used in the exact approach. We demonstrate the efficiency of our combined method on multiple problem classes. With the help of the heuristic the exact solver is able to obtain an optimal solution in a much shorter amount of time.",,"Auer, Peter; Dósa, György; Dulai, Tibor; Fügenschuh, Armin; Näser, Peggy; Ortner, Ronald; Werner-Stark, Ágnes",2019,10.26127/BTUOpen-4827,,OPUS4-4827,Bericht
An iterative graph expansion approach for the scheduling and routing of airplanes,,"A tourism company that offers fly-in safaris is faced with the challenge to route and schedule its fleet of airplanes in an optimal way. Over the course of a given time horizon several groups of tourists have to be picked up at airports and flown to their destinations within a certain time-window. Furthermore the number of available seats, the consumption of fuel, the maximal takeoff weight, and restrictions on the detour of the individual groups have to be taken into account. The task of optimally scheduling the airplanes and tour groups belongs to the class of vehicle routing problems with pickup and delivery and time-windows. A flow-over-flow formulation on the time expanded graph of the airports was used in the literature in order to model this problem as a mixed integer linear program. Most of the benchmark problems however could not be solved within a time limit of three hours, which was overcome by formulating the problem for a simplified (time-free) graph and the use of an incumbent callback to check for feasibility in the original graph. While this approach led to very good results for instances, where few time-free solutions were infeasible for the original problem, some instances remained unsolved. In order to overcome this problem we derive two new exact formulations that include time as variables. Although these formulations by themselves are not better than the approach from the literature, they allow for an effective construction of graphs which can be interpreted as intermediate graphs between the graph of airports and the expanded graph with vertices for each visit. Using similar relaxation techniques to the time-free approach and constructing these graphs based on solutions of the relaxations guarantees that only critical airports are expanded. A computational study was performed in order to compare the new formulations to the methods from the literature. Within a time limit of 3 hours the new approach was able to find proven optimal solutions for all previously unsolved benchmark instances. Furthermore the average computation time of all benchmark instances was reduced by 90 percent.",,"Gnegel, Fabian; Fügenschuh, Armin",2019,10.26127/BTUOpen-4806,,OPUS4-4806,Bericht
