title,keyword,abstract,field,authors,date,doi,references,id,type
A cross-layer framework for adaptive processor-based systems regarding error resilience and power efficiency,,"This dissertation proposes a cross-layer framework able to synergistically optimize resilience and power consumption of processor-based systems. It is composed of three building blocks: SWIELD multimodal flip-flop (FF), System Operation Management Unit (SOMU) and Framework Function Library (FFL). Implementation of the building blocks is performed at circuit, architecture and software layer of the system stack respectively. The SWIELD FF can be configured to operate as a regular flip-flop or as an enhanced flip-flop for protection against timing/radiation-induced faults. It is necessary to perform replacement of selected timing-critical flip-flops in a system with SWIELD FFs during design time. When the system is active, the SWIELD FFs operation mode is dynamically managed by the SOMU controller according to the current requirements. Finally, the FFL contains a set of software procedures that greatly simplify framework utilization. By relying on the framework, a system can intelligently interchange techniques such as Adaptive Voltage/Frequency Scaling, selective Triple Modular Redundancy and clock gating during operation. Additionally, a simple and convenient strategy for integration of the framework in processor-based systems is also presented. A key feature of the proposed strategy is to determine the number of SWIELD FFs to be inserted in a system. Using this strategy, the framework was successfully embedded in instances of both single- and multicore systems. Various experiments were conducted to evaluate the framework influence on the target systems with respect to resilience and power consumption. At expense of about 1% area overhead, the framework is able to preserve performance and to reduce power consumption up to 15%, depending on the number of SWIELD FFs in the system. Furthermore, it was also shown that under certain conditions, the framework can provide failure-free system operation.",,"Veleski, Mitko",2022,10.26127/BTUOpen-6145,,OPUS4-6145,Dissertation
Five studies on recent topics in energy economics,,"In this dissertation, I present five articles regarding two relevant discussions within the field of energy economics: First, three papers discuss the German energy transition and in particular the increasing shares of renewable energies, its cost, benefits and respective challenges to its realization. Second, two papers discuss potential asymmetric pricing in the retail fuel sector in Germany, realizing an analysis with significantly improved data sets compared to earlier studies to answer more specific research questions. The first three articles focus on the reconstruction of the German energy market into a low-carbon emission setting, especially by utilizing renewable energies. First, the analysis concentrates on the developing energy policy-related goals and the energy economic status-quo, such as the functioning of the system of feed-in tariffs within the market for renewable energies and its general effects on costs. Second, the study deals more deeply and with a quantitative emphasis on the roll-out of renewable energies in Germany and especially its economic effects, such as costs and benefits for energy consumers. Results showed that until 2030, German electricity consumers will pay around &#8364;2011 200 billion for RES installations built before the end of 2011. Third, related to the public opinion on the energy transition process, the dissertation unfolded challenges and misconceptions and offers implications for an improved communication approach. The analysis showed by the use of qualitative, semi-structured, in-depth expert interviews that despite the alleged clarity of goals, about two dozen questioned German energy stakeholders have very diverse reasons for the energy transition. The results indicated that one crucial reason is climate protection while a second one is energy autarchy. However, the heterogeneity of goals and conflicting objectives can lead to social tensions and mistrust, which can be appropriately addressed with specific communication methods (e.g. infographics). The last two articles focus on econometric analyses regarding potential asymmetric pricing within the German retail fuel sector. In particular, the two papers examine the potential existence of Rockets and Feathers, i.e. higher adjustment speeds of retail fuel prices after oil price increases compared to oil price decreases. The dissertation analyzed a tremendous amount of data regarding retail diesel prices from two databases, compiled and processed by the author. The analysis proved with the help of Error Correction Models (following Engle/Granger) that e.g. specific major brands of retail fuel station as well as the local competitive environment influence the probability of Rockets and Feathers. Additionally, the analysis revealed that the nature of Rockets and Feathers is not static over time, i.e. the magnitude of the effect has dynamics across different time periods and consumer behavior can be seen as one reason for the phenomenon of asymmetric pricing.",,"Kreuz, Sebastian",2022,10.26127/BTUOpen-5863,,OPUS4-5863,Dissertation
Analysis of the relationship between spatial urban expansion and temperature utilising remote sensing and GIS techniques in the Accra and Kumasi Metropolises in Ghana,,"Accra and Kumasi are the two major cities in Ghana. Spatial urban expansion has been experienced in transforming different non-urban Land Use Land Cover (LULC) types into urban/built-up areas with a potential direct relationship to temperature rise in the cities. Thus, this dissertation aims to establish the relationship between urban spatial expansion and temperature in Accra and Kumasi metropolis. Multi-source datasets such as remote sensing images, different GIS vector layers, reference maps and historical temperature datasets were used for this retrospective study. This research was grouped under three components: environmental science, environmental technology, as well as environmental management and planning. From the environmental science component, LULC maps were produced for different years to assess the trend of temporal change in the various LULC classes in the two metropolises. Remote sensing indices and land surface temperature were retrieved from the remote sensing images to determine their correlations. Temperature time series was analysed by calculating temperature indices and determining temporal trends to reveal changes in air temperature to detect urban warming and its impacts. From the environmental technology, the novel random forest algorithm was utilised to classify the satellite images of both cities since previous works have utilised other traditional classifiers. The satellite imageries were used for point-based estimation of temperature to determine Urban Heat Islands (UHIs) hotspots. For environmental management and planning, spatial urban expansion techniques were utilised to ascertain trends in urban/built-up areas, especially in both cities' sub-metropolitan zones. For prescient purposes, future LULC modelling was implemented to provide insights into the proportions of the various LULC changes in 2025. The analysis identified two salient findings: increased urban/built-up areas at the expense of agricultural and forestlands throughout the study period and the positive correlation between spatial urban expansion and temperature. This indicated warming up of urban temperature in both cities. The major findings in this dissertation provided evidence of how integrated datasets and research techniques can be utilised for LULC changes to determine the relationship between spatial urban expansion and temperature at local scales. Institutions such as metropolitan assemblies and policymakers may adopt the concepts demonstrated in this work to rapidly assess urban environments and investigate the relationship between spatial urban expansion and temperature.",,"Frimpong, Bernard Fosu",2022,10.26127/BTUOpen-6073,,OPUS4-6073,Dissertation
Atomic layer deposition and characterization of metal oxide thin films,,"This thesis describes low temperature growth of wide band gap metal oxide thin films deposited by thermal (T-) and plasma-enhanced (PE-) atomic layer deposition (ALD) techniques in which high quality materials are grown with atomic level precision. Metal oxides are extensively investigated due to their exceptional physical and chemical properties, including relatively wide band gap, high dielectric constant and high thermal stability. This variety of properties results in a wide range of different applications. Thin films of indium oxide (InOx), gallium oxide (GaOx), zinc oxide (ZnOx), and quaternary InOx/GaOx/ZnOx (IGZO), in addition to the well-known aluminum oxide (AlOx), and the catalyst cerium oxide (CeOx), have proven to be superior candidates for many applications; from microelectronics and optoelectronics to gas sensor devices. The demanding requirements of low-temperature deposition processes for thermal sensitive substrates, which include high layer homogeneity and conformality over large areas, makes ALD a pioneer deposition technique. Although many oxides have been grown by TALD and PEALD, the deposition of wide band gap oxides at low temperatures are rarely reported and/or being investigated. In this work, the deposition method of the individual binary oxide films and combining the respective binary processes into the developed super-cycle growth of quaternary compound have been investigated at relatively low-temperatures by TALD and PEALD. Besides, the growth characteristics and chemical properties of the deposited films were evaluated by in-situ and ex-situ characterization techniques such as spectroscopic ellipsometry (SE) and X-ray photoelectron spectroscopy (XPS), where the influence of ALD process parameters on the growth mechanism and films composition are discussed in detail for any potential applications.",,"Mahmoodinezhad, Ali",2022,10.26127/BTUOpen-6134,,OPUS4-6134,Dissertation
Graphene synthesis under Si-CMOS compatible conditions,,"Due to the unique electronic band structure, graphene has opened the great potential to extend the functionality of a large variety of graphene-based devices in health and environment, energy storage, or various microelectronic applications, to mention a few. At this point, the implementation of graphene into Silicon (Si) semiconductor technology is strongly dependent on several key challenges. Among them, high-quality and wafer-scale graphene synthesis on CMOS compatible substrates is of the highest importance. Though large-area graphene can be achieved on substrates like copper, platinum, silicon carbide, or single-crystal Ni, however, high growth temperatures, unavailability of large scale, or contamination issues are the main drawbacks of their usage. In this PhD work, 8-inch scale graphene synthesis is attempted on alternative substrates such as epitaxial Germanium on Si and polycrystalline Nickel on Si. To achieve the growth of the highest quality of graphene, this work focuses on the investigations of various nucleation and growth mechanisms, substrate-graphene interfaces, effects of different substrate orientations, and detailed microscopic and macroscopic characterization of the grown films. Finally, it should also be stressed that the experiments in this work were carried out in a standard BiCMOS pilot-line, making this study unique, as its results might directly pave the way to further graphene integration and graphene-based device prototyping in mainstream Si technologies.",,"Akhtar, Fatima",2022,10.26127/BTUOpen-5927,,OPUS4-5927,Dissertation
Flood vulnerability assessment and adaptive capacity of smallholder farmers : a case study of the Orashi basin in the Niger Delta,,"In most studies on flood risk in Nigeria, priority is given to urban flood risk than rural flood risk. Smallholder farmers who mostly inhabit rural areas and flood plains are known to be at great risk of flooding, but to date, there have been no studies on the impacts they experience and how they cope with these impacts. To establish the existence of significant change in precipitation in the study area, statistical analysis of precipitation data was conducted using linear regression and non-parametric Mann Kendall test. Landsat satellite images for 1986, 2003 and 2016 were obtained from the United States Geological Survey's (USGS) website and used to collect and analyze data related to land use. To determine flood risk in the context of land use change, the HEC-HMS model version 3.5 was used. Land use maps corresponding to 1986, 2003, and 2016 LULC conditions were analysed and prepared for the calculation of CN values using Soil Conservation Service (SCS-CN) method. CN map was prepared by integrating the maps of hydrologic soil groups and land use in ArcGIS software. Based on selected morphological parameters, a flood risk map was developed for the study area. The morphologic flood risk showed that most parts of the basin face moderate flood risk. Higher runoff values were observed under 2016 LULC conditions mainly due to intense deforestation relative to those of 1986 and 2003. The results indicated that runoff and peak discharge are significantly affected by deforestation instead of changes in the rainfall pattern. Flood inundation maps of the study area were prepared for the flood events of 2012 and 2015. Maximum depth for the 2012 and 2015 flood events was calculated as 10.58m and 7.39m, respectively. The socioeconomic aspects of the research were conducted using household survey method. Using snowball sampling techniques, 400 flood-affected households were selected. The results show that the adaptive capacity of smallholder farmers in the study area remains very low and hampered by several factors such as poverty and weakened social networks. The synopsis of the examined variables leads to the following conclusion: Instead of climatic factors - as one indicator of vulnerability - it is social inequality and poverty in the region as well as the structural economic differences between various groups that mainly drives vulnerability in the study area.",,"Mbachu, Ikechukwu",2021,,,OPUS4-5721,Dissertation
Impacts of artisanal small-scale gold mining on Hkaung Tung Hka Chaung River and recommendations for the conservation of Indawgyi Lake/Myanmar,,"Indawgyi Lake is one of the largest lakes in East Asia. Due to its habitat diversity and its great importance for international bird migration, it has the status of an UNESCO biosphere reserve. In the last decades, anthropogenic pressures on the lake due to increasing population numbers, overfishing and intensification of agriculture and forestry as well as to the impacts by artisanal small-scale gold mining in the catchment area have increased sharply. As a result of gold mining, lake inflows have very high suspended matter loads, both from the washing of gold-bearing sediments and from soil erosion as a result of the destruction of the floodplain and of the forest close to the river. The input of sediments and suspended matter from the Hkaung Tung Hka Chaung River has led to massive deposits of river sediments in the southern part of Indawgyi Lake within a few years. In the context of short-term investigations and a one-year monitoring close to the stream mouth, the extent of the suspended matter input from Hkaung Tung Hka Chaung River into Indawgyi Lake was estimated and heavy metal pollution concentrations of the suspended matter were measured as a basis for recommendations for the reduction of the pollution pressure on the lake. Sedimentation analyses showed that the river water was still very turbid even after 50 hours due to high concentrations of very small solids. In contrast, material in the size of sand grains settled completely after about ten hours. The clay fraction of the suspended matter was heavily contaminated by different heavy metals, including cadmium, copper, nickel, chromium and lead. The load of suspended matter was subject to strong fluctuations and showed no correlation with the discharge. The mean concentration of suspended matter was 9.6 g/L (as dry weight per volume of water). The daily dry matter load in Hkaung Tung Hka Chaung River varied between 2.3 and 2,900 t. The mean load was 359 t/d, with by far the largest amount being transported by the river during the rainy season during times of high discharge. That indicates that, in addition to direct inputs from mining activity, there was also suspended matter input from soil erosion and from the remobilization of river sediments. The estimates of the annual input into Indawgyi Lake came to an amount of about 133,000 t. This corresponds to a volume of the fresh matter between 0.26 and 0.4 million m³. The results show the urgent need for a control of the artisanal small-scale gold mining activities and for the building of sedimentation basins at Hkaung Tung Hka Chaung River to protect Indawgyi Lake with its highly valuable ecosystem.",,"Leßmann, Dieter; Grüneberg, Björn",2021,10.26127/BTUOpen-5685,,OPUS4-5685,Bericht
Against forgetting : investigating and preserving historic buildings in a Himalayan village,,"For more than a decade, the interconnected structures of the Buddhist earthen heritage in Wanla village/Ladakh, illustrated most prominently by the historic Avalokiteshvara Temple, have been researched, conserved, and restored by the NGOs Achi Association and Achi Association India. In the fifteen articles of this publication, the interdisciplinary team of architects, art conservators, conservation scientists, art historians, and archaeologists present the results of their work with the village community for the preservation of this exceptional cultural heritage. They provide insights into a training programme for young people interested in their heritage, and explain the art historical details, construction techniques, building materials, building archaeology, and state of conservation of these structures, as well as the iconography of art works. This is all enriched by the conservation reports and documentation of several buildings. All these efforts combined three major approaches: a fabric-based and a value-based analysis and assessment, along with a people-centred conservation.",,,2021,10.26127/BTUOpen-5468,,OPUS4-5468,Buch (Monographie)
Risk and return of passive and active commodity futures strategies,,"Over the last decades, commodity futures markets have grown significantly because, in addition to hedgers using futures for risk management, investors have discovered the potential of futures in investment products. Motivated by this growing importance, this thesis is concerned with the analysis of risk (in terms of the established risk measure Expected Shortfall) and investment strategies in commodity futures markets. First, we compare popular non-parametric estimators of Expected Shortfall (i. e., different variants of historical, outlier-adjusted and kernel methods) to each other, selected parametric benchmarks and estimates based on the idea of forecast combination within a multidimensional simulation setup (spanned by different distributional settings, sample sizes and confidence levels). We rank the estimators on the basis of classic error measures as well as an innovative performance profile technique, which we adapt from the mathematical programming literature. Our rich set of results supports academics and practitioners in the search for an answer to the question of which estimators are preferable under which circumstances. After that, we present a full-scale analysis of Expected Shortfall in commodity futures markets. Besides illustrating the dynamics of historic Expected Shortfall, we evaluate whether popular estimators are suitable for forecasting future Expected Shortfall. By implementing a new backtest, we find that the performance of estimators hinges on market stability. Estimators tend to fail when markets are in turmoil and accurate forecasts are urgently needed. Even though a kernel method performs best on average, our results advise against the use of established estimators for risk (and margin) prediction. Third, motivated by the deteriorating performance of traditional cross-sectional momentum strategies in commodity futures markets, we propose to resurrect momentum by incorporating autocorrelation information into the asset selection process. Put differently, we introduce measures of short and long memory (variance ratios and Hurst coefficients, respectively) telling us whether past winners and losers are likely to persist or not. Our empirical findings suggest that a memory-enhanced momentum strategy based on variance ratios significantly outperforms traditional momentum in terms of reward and risk, effectively prevents momentum crashes and is not bound to the movement of the overall commodity market. Furthermore, strategy returns cannot be explained by typical factor portfolios and macroeconomic variables and are robust to various parametrization choices, alternative data sets, transaction costs and data mining. Finally, and in contrast to a newly emerging strand of literature promoting the benefits of long memory measures in portfolio management, we show that Hurst coefficients do not carry investment-relevant information in a commodity momentum context.",,"Mehlitz, Julia Sophia",2021,,,OPUS4-5697,Dissertation
Planning inspection flights with an inhomogeneous fleet of micro aerial vehicles,,"We consider the problem of planning an inspection flight to a given set of waypo- ints using an inhomogeneous fleet of multirotor, battery-driven micro aerial vehicles (MAVs). Therein, two subproblems must be solved. On the one side, the detailed trajectories of all MAVs must be planned, taking technical and environmental restrictions into account and on the other side, the MAVs must be assigned to the waypoints considering their installed equipment. The goal is to visit all waypoints in minimal time. The strong interaction of the two subproblems makes it necessary to tackle them simultaneously. Several aspects are taken into account to allow realistic solutions. A two-level time grid approach is applied to achieve smooth trajectories, while the flight dynamics of the MAVs are modeled in great detail. Safety distances must be maintained between them and they can recharge at charging stations located within the mission area. There can be polyhedral restricted air spaces that must be avoided. Furthermore, weather conditions are incorporated by polyhedral wind zones affecting the drones and each waypoint has a time window within it must be visited. We formulate this problem as a mixed-integer linear program and show whether the state-of-the-art numerical solver Gurobi is applicable to solve model instances.",,"Schmidt, Johannes; Fügenschuh, Armin",2021,10.26127/BTUOpen-5656,,OPUS4-5656,Arbeitspapier
